BuildingType,PrimaryPropertyType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),PercentagePropertyGFABuildings,GFAperBuilding,GFAperFloor,LargestPropertyUseType,LargestPropertyUseTypeGFAPourcentage,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFAPourcentage,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFAPourcentage,ENERGYSTARScore,PercentageSteamUse(kBtu),PercentageElectricity(kBtu),SiteEnergyUseWN(kBtu),SiteEUIWN(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,Worship Facility,EAST,94,1,2,22688,0,22688,100.0,22688.0,11344.0,Worship Facility,100.0,,,,,87.0,0.0,58.0,391818.4063,17.29999924,7.07,0.31
NonResidential,Other,SOUTHEAST,54,1,2,22364,0,22364,100.0,22364.0,11182.0,Adult Education,100.0,Parking,0.0,,,,0.0,31.0,1625774.5,72.69999695,54.44,2.43
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,34,1,2,41262,0,41262,100.0,41262.0,20631.0,Office,99.0,,,,,84.0,0.0,95.0,2001403.875,49.09999847,13.27,0.32
NonResidential,Small- and Mid-Sized Office,LAKE UNION,63,1,2,43183,0,43183,100.0,43183.0,21592.0,Office,62.0,Data Center,27.0,,,,0.0,86.0,7588115.5,199.3000031,92.45,2.14
NonResidential,Worship Facility,NORTH,108,1,3,45680,0,45680,100.0,45680.0,15227.0,Worship Facility,100.0,,,,,79.0,0.0,21.0,2394061.75,52.40000153,86.81,1.9
NonResidential,Senior Care Community,LAKE UNION,10,1,14,724148,0,724148,100.0,724148.0,51725.0,Senior Care Community,100.0,,,,,8.0,0.0,61.0,39120828.0,53.90000153,913.07,1.26
NonResidential,Worship Facility,SOUTHWEST,59,1,1,23562,0,23562,100.0,23562.0,23562.0,Worship Facility,78.0,Office,65.0,,,96.0,0.0,100.0,531737.1875,15.89999962,3.71,0.16
NonResidential,Small- and Mid-Sized Office,BALLARD,17,1,4,28844,0,28844,100.0,28844.0,7211.0,Office,36.0,Other,35.0,,,,0.0,94.0,973080.1875,47.5,6.35,0.22
NonResidential,Warehouse,GREATER DUWAMISH,27,1,1,21101,0,21101,100.0,21101.0,21101.0,Non-Refrigerated Warehouse,87.0,Office,13.0,,,,0.0,21.0,819493.125,38.79999924,27.97,1.33
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,102,1,2,45594,0,45594,100.0,45594.0,22797.0,Refrigerated Warehouse,100.0,,,,,75.0,0.0,102.0,1329148.25,29.20000076,9.42,0.21
NonResidential,Other,GREATER DUWAMISH,66,1,1,26660,0,26660,100.0,26660.0,26660.0,Manufacturing/Industrial Plant,100.0,,,,,,0.0,100.0,2241280.5,84.09999847,15.62,0.59
NonResidential,Warehouse,GREATER DUWAMISH,41,1,1,28126,0,28126,100.0,28126.0,28126.0,Non-Refrigerated Warehouse,77.0,Office,23.0,,,44.0,0.0,62.0,966168.625,34.40000153,18.63,0.66
NonResidential,Warehouse,GREATER DUWAMISH,52,1,1,35000,0,35000,100.0,35000.0,35000.0,Non-Refrigerated Warehouse,100.0,,,,,53.0,0.0,100.0,378714.4063,10.80000019,2.64,0.08
NonResidential,Warehouse,GREATER DUWAMISH,54,1,1,26150,0,26150,100.0,26150.0,26150.0,Non-Refrigerated Warehouse,100.0,,,,,6.0,0.0,62.0,1322416.75,50.59999847,26.55,1.02
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,49,1,2,24000,0,24000,100.0,24000.0,12000.0,Office,100.0,,,,,73.0,0.0,95.0,1148448.75,47.90000153,7.59,0.32
NonResidential,K-12 School,EAST,48,1,5,43594,0,43594,100.0,43594.0,8719.0,K-12 School,94.0,,,,,38.0,0.0,47.0,2699616.0,66.19999695,73.26,1.68
NonResidential,Distribution Center,LAKE UNION,104,1,1,28080,0,28080,100.0,28080.0,28080.0,Distribution Center,91.0,Office,9.0,,,,0.0,57.0,892651.125,31.79999924,18.54,0.66
NonResidential,Senior Care Community,NORTHWEST,62,1,2,51298,0,51298,100.0,51298.0,25649.0,Senior Care Community,100.0,,,,,85.0,0.0,36.0,5847878.5,114.0,203.73,3.97
NonResidential,Worship Facility,NORTHWEST,54,1,1,22047,0,22047,100.0,22047.0,22047.0,Worship Facility,104.0,Parking,0.0,,,100.0,0.0,97.0,272664.4063,11.89999962,1.85,0.08
NonResidential,Warehouse,GREATER DUWAMISH,37,1,1,31600,0,31600,100.0,31600.0,31600.0,Non-Refrigerated Warehouse,100.0,,,,,3.0,0.0,44.0,3731853.25,118.0999985,103.28,3.27
NonResidential,Warehouse,GREATER DUWAMISH,9,1,1,35289,0,35289,100.0,35289.0,35289.0,Non-Refrigerated Warehouse,100.0,,,,,63.0,0.0,49.0,1010737.813,28.60000038,23.9,0.68
NonResidential,Warehouse,GREATER DUWAMISH,35,1,1,28920,0,28920,100.0,28920.0,28920.0,Non-Refrigerated Warehouse,104.0,,,,,50.0,0.0,14.0,2053772.75,68.5,80.09,2.77
NonResidential,Warehouse,GREATER DUWAMISH,38,1,1,22176,0,22176,100.0,22176.0,22176.0,Non-Refrigerated Warehouse,100.0,,,,,60.0,0.0,18.0,746905.625,33.70000076,32.77,1.48
NonResidential,Small- and Mid-Sized Office,NORTH,42,1,3,39927,0,39927,100.0,39927.0,13309.0,Office,99.0,Parking,0.0,,,38.0,0.0,93.0,3832168.5,96.90000153,24.88,0.62
NonResidential,Other,NORTH,37,1,1,30610,0,30610,100.0,30610.0,30610.0,Other - Recreation,76.0,Office,24.0,,,,0.0,44.0,4513728.0,147.5,135.81,4.44
NonResidential,Medical Office,NORTH,36,1,2,26930,6350,20580,76.0,20580.0,10290.0,Medical Office,100.0,,,,,64.0,0.0,100.0,1002995.0,37.20000076,6.99,0.26
NonResidential,Medical Office,NORTH,48,1,2,38745,0,38745,100.0,38745.0,19372.0,Medical Office,168.0,Parking,0.0,,,76.0,0.0,73.0,3073612.0,47.20000076,49.62,1.28
NonResidential,Self-Storage Facility,NORTHEAST,57,1,2,20296,0,20296,100.0,20296.0,10148.0,Self-Storage Facility,100.0,,,,,,0.0,100.0,855665.125,42.20000076,5.97,0.29
NonResidential,Mixed Use Property,NORTHEAST,71,1,2,22135,0,22135,100.0,22135.0,11068.0,Medical Office,47.0,Office,37.0,Retail Store,14.0,,0.0,63.0,1365716.125,59.5,27.41,1.24
NonResidential,Medical Office,NORTHEAST,49,1,3,38378,0,38378,100.0,38378.0,12793.0,Medical Office,91.0,Parking,9.0,,,86.0,0.0,40.0,1807593.875,51.5,53.73,1.4
NonResidential,Warehouse,NORTHEAST,36,1,2,33576,0,33576,100.0,33576.0,16788.0,Non-Refrigerated Warehouse,100.0,,,,,64.0,0.0,27.0,1466199.875,43.70000076,49.73,1.48
NonResidential,Supermarket / Grocery Store,NORTHEAST,41,1,1,33005,0,33005,100.0,33005.0,33005.0,Supermarket/Grocery Store,106.0,Parking,0.0,,,21.0,0.0,68.0,10821972.0,309.3999939,225.67,6.84
NonResidential,Other,EAST,35,1,1,20971,0,20971,100.0,20971.0,20971.0,Parking,112.0,Retail Store,49.0,Medical Office,41.0,,0.0,100.0,729397.1875,33.29999924,5.08,0.24
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,89,1,3,23910,0,23910,100.0,23910.0,7970.0,Office,84.0,Retail Store,16.0,,,,0.0,75.0,910117.6875,38.09999847,15.11,0.63
NonResidential,Worship Facility,BALLARD,106,1,2,21765,0,21765,100.0,21765.0,10882.0,Worship Facility,100.0,,,,,80.0,0.0,24.0,498909.0,22.89999962,17.38,0.8
Campus,University,EAST,77,1,2,2200000,0,2200000,100.0,2200000.0,1100000.0,College/University,78.0,Parking,14.0,,,,0.0,50.0,123205560.0,71.59999847,3243.48,1.47
NonResidential,Worship Facility,CENTRAL,115,1,2,26560,0,26560,100.0,26560.0,13280.0,Worship Facility,100.0,,,,,1.0,0.0,33.0,1831347.125,69.0,64.88,2.44
NonResidential,Warehouse,LAKE UNION,59,1,2,20140,0,20140,100.0,20140.0,10070.0,Non-Refrigerated Warehouse,100.0,,,,,49.0,0.0,100.0,116486.6016,5.800000191,0.81,0.04
NonResidential,Retail Store,GREATER DUWAMISH,24,1,2,38845,0,38845,100.0,38845.0,19422.0,Retail Store,100.0,Parking,15.0,,,82.0,0.0,48.0,6917280.0,178.1000061,215.56,5.55
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,63,1,1,26092,0,26092,100.0,26092.0,26092.0,Supermarket/Grocery Store,99.0,Parking,0.0,,,40.0,0.0,62.0,8071987.5,311.1000061,173.75,6.66
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,49,1,1,25500,0,25500,100.0,25500.0,25500.0,Office,100.0,,,,,98.0,0.0,14.0,1430417.125,56.09999847,55.3,2.17
NonResidential,Warehouse,GREATER DUWAMISH,55,1,1,41895,0,41895,100.0,41895.0,41895.0,Non-Refrigerated Warehouse,90.0,Office,6.0,,,,0.0,66.0,1343671.0,33.5,25.09,0.6
NonResidential,Retail Store,GREATER DUWAMISH,58,1,2,56193,0,56193,100.0,56193.0,28096.0,Retail Store,100.0,,,,,,0.0,72.0,2580058.5,45.90000153,46.9,0.83
NonResidential,K-12 School,BALLARD,94,1,3,35448,0,35448,100.0,35448.0,11816.0,K-12 School,100.0,,,,,97.0,0.0,17.0,1632148.75,46.0,60.34,1.7
NonResidential,Supermarket / Grocery Store,BALLARD,50,1,1,29214,0,29214,100.0,29214.0,29214.0,Supermarket/Grocery Store,100.0,,,,,8.0,0.0,65.0,9558542.0,327.2000122,208.53,7.14
NonResidential,Supermarket / Grocery Store,BALLARD,16,1,1,89103,43035,46068,52.0,46068.0,46068.0,Supermarket/Grocery Store,53.0,Parking,0.0,,,34.0,0.0,54.0,14473242.0,307.7000122,384.85,4.32
NonResidential,Other,BALLARD,55,1,1,32000,0,32000,100.0,32000.0,32000.0,Other - Recreation,93.0,Office,15.0,,,,0.0,36.0,1527101.375,44.20000076,45.38,1.42
NonResidential,Mixed Use Property,BALLARD,106,1,2,31140,0,31140,100.0,31140.0,15570.0,Other,48.0,Retail Store,30.0,Non-Refrigerated Warehouse,22.0,,0.0,21.0,1111093.0,35.70000076,38.86,1.25
NonResidential,Warehouse,BALLARD,41,1,3,41478,0,41478,100.0,41478.0,13826.0,Non-Refrigerated Warehouse,77.0,Office,23.0,,,3.0,0.0,55.0,3287502.0,79.30000305,78.22,1.89
NonResidential,Warehouse,BALLARD,36,1,1,39840,0,39840,100.0,39840.0,39840.0,Non-Refrigerated Warehouse,100.0,,,,,2.0,0.0,97.0,774360.0,19.39999962,5.24,0.13
Nonresidential COS,Other,BALLARD,12,1,1,30576,15576,15000,49.0,15000.0,15000.0,Library,49.0,Other - Services,10.0,,,,0.0,57.0,1642173.75,90.69999695,38.52,1.26
NonResidential,Other,BALLARD,92,1,2,21528,0,21528,100.0,21528.0,10764.0,Social/Meeting Hall,100.0,,,,,,0.0,64.0,330300.5,15.30000019,6.61,0.31
NonResidential,Other,BALLARD,88,1,2,30000,0,30000,100.0,30000.0,15000.0,Strip Mall,86.0,Parking,0.0,,,,0.0,87.0,1115775.5,43.20000076,13.14,0.44
NonResidential,Other,BALLARD,74,1,2,30087,0,30087,100.0,30087.0,15044.0,Other,102.0,,,,,,0.0,101.0,5205994.5,170.3999939,36.77,1.22
NonResidential,Worship Facility,BALLARD,41,1,1,40445,0,40445,100.0,40445.0,40445.0,Worship Facility,100.0,,,,,92.0,0.0,30.0,911009.375,22.5,29.24,0.72
NonResidential,Retail Store,BALLARD,20,1,1,23500,0,23500,100.0,23500.0,23500.0,Retail Store,100.0,,,,,53.0,0.0,89.0,1149592.0,48.90000153,13.29,0.57
NonResidential,Retail Store,BALLARD,49,1,1,22420,0,22420,100.0,22420.0,22420.0,Retail Store,103.0,,,,,82.0,0.0,61.0,1524765.875,66.09999847,31.79,1.42
NonResidential,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,55,1,1,25842,0,25842,100.0,25842.0,25842.0,Supermarket/Grocery Store,101.0,,,,,35.0,0.0,53.0,8746499.0,336.6000061,237.54,9.19
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,24,1,3,26389,0,26389,100.0,26389.0,8796.0,Office,64.0,Fitness Center/Health Club/Gym,36.0,,,,0.0,102.0,1186733.125,45.0,8.42,0.32
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,34,1,3,25859,0,25859,100.0,25859.0,8620.0,Office,100.0,Parking,15.0,,,88.0,0.0,73.0,916019.375,35.40000153,14.9,0.58
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,42,1,1,25600,0,25600,100.0,25600.0,25600.0,Non-Refrigerated Warehouse,80.0,Office,20.0,,,1.0,0.0,64.0,1943594.875,75.90000153,34.26,1.34
NonResidential,Other,MAGNOLIA / QUEEN ANNE,51,1,1,23169,0,23169,100.0,23169.0,23169.0,Manufacturing/Industrial Plant,44.0,,,,,,0.0,100.0,222255.9063,21.79999924,1.55,0.07
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,8,1,4,41784,8399,33385,80.0,33385.0,8346.0,Office,80.0,Parking,20.0,,,89.0,0.0,100.0,1294615.25,38.79999924,9.03,0.22
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,56,1,1,56884,0,56884,100.0,56884.0,56884.0,Non-Refrigerated Warehouse,100.0,,,,,71.0,0.0,50.0,1577967.75,27.70000076,37.49,0.66
NonResidential,Retail Store,BALLARD,27,1,1,32810,0,32810,100.0,32810.0,32810.0,Retail Store,100.0,,,,,66.0,0.0,61.0,2168833.0,66.09999847,46.44,1.42
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,36,1,3,30989,0,30989,100.0,30989.0,10330.0,Self-Storage Facility,100.0,,,,,,0.0,99.0,98862.89844,3.200000048,0.68,0.02
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,101,1,3,39952,0,39952,100.0,39952.0,13317.0,Self-Storage Facility,100.0,,,,,,0.0,98.0,58114.19922,1.5,0.4,0.01
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,55,1,2,20022,0,20022,100.0,20022.0,10011.0,Office,104.0,,,,,80.0,0.0,95.0,688824.0,33.09999847,4.58,0.23
NonResidential,Distribution Center,MAGNOLIA / QUEEN ANNE,56,1,2,36498,0,36498,100.0,36498.0,18249.0,Distribution Center,50.0,Non-Refrigerated Warehouse,47.0,,,89.0,0.0,46.0,602201.625,17.0,14.81,0.41
NonResidential,Distribution Center,MAGNOLIA / QUEEN ANNE,48,1,1,35946,0,35946,100.0,35946.0,35946.0,Distribution Center,89.0,Office,11.0,,,,0.0,60.0,503210.6875,14.0,11.08,0.31
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,9,1,4,30152,5680,24472,81.0,24472.0,6118.0,Office,84.0,Parking,16.0,,,96.0,0.0,100.0,845044.125,33.59999847,5.94,0.2
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,37,1,4,22365,0,22365,100.0,22365.0,5591.0,Office,97.0,,,,,71.0,0.0,100.0,727385.8125,33.59999847,5.07,0.23
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,22,1,4,30172,0,30172,100.0,30172.0,7543.0,Office,100.0,,,,,82.0,0.0,93.0,967548.3125,32.09999847,6.3,0.21
NonResidential,Warehouse,BALLARD,89,1,4,42500,0,42500,100.0,42500.0,10625.0,Non-Refrigerated Warehouse,100.0,Retail Store,12.0,,,100.0,0.0,92.0,262995.3125,5.5,1.68,0.04
NonResidential,Small- and Mid-Sized Office,BALLARD,115,1,4,23032,0,23032,100.0,23032.0,5758.0,Office,63.0,Restaurant,23.0,Retail Store,6.0,,0.0,96.0,1172535.25,55.29999924,7.82,0.34
NonResidential,Other,BALLARD,116,1,3,45750,4914,40836,89.0,40836.0,13612.0,Other,94.0,Parking,6.0,,,,0.0,23.0,7536508.5,175.8999939,303.81,6.64
NonResidential,Small- and Mid-Sized Office,BALLARD,48,1,2,23500,0,23500,100.0,23500.0,11750.0,Office,100.0,,,,,26.0,0.0,68.0,1745284.25,74.30000305,34.52,1.47
NonResidential,Small- and Mid-Sized Office,BALLARD,50,1,1,22282,0,22282,100.0,22282.0,22282.0,Office,100.0,,,,,93.0,0.0,46.0,665681.875,29.89999962,16.67,0.75
NonResidential,Self-Storage Facility,BALLARD,114,1,2,24000,0,24000,100.0,24000.0,12000.0,Self-Storage Facility,100.0,,,,,,0.0,34.0,599426.5,25.0,17.39,0.72
NonResidential,Mixed Use Property,BALLARD,107,1,3,27085,0,27085,100.0,27085.0,9028.0,Strip Mall,35.0,Office,30.0,Multifamily Housing,25.0,,0.0,46.0,2151546.25,79.40000153,60.67,2.24
Nonresidential COS,Other,NORTH,20,1,2,29258,0,29258,100.0,29258.0,14629.0,Other - Recreation,109.0,Fitness Center/Health Club/Gym,9.0,Swimming Pool,0.0,,0.0,30.0,8571176.0,247.3999939,309.14,10.57
NonResidential,Small- and Mid-Sized Office,NORTH,85,1,2,37500,0,37500,100.0,37500.0,18750.0,Office,100.0,,,,,58.0,0.0,66.0,2448649.75,65.30000305,44.26,1.18
NonResidential,K-12 School,NORTHWEST,86,1,3,23983,0,23983,100.0,23983.0,7994.0,K-12 School,100.0,,,,,61.0,0.0,49.0,1270514.75,53.0,33.28,1.39
NonResidential,Distribution Center,DELRIDGE,36,1,1,24100,0,24100,100.0,24100.0,24100.0,Distribution Center,83.0,Non-Refrigerated Warehouse,15.0,,,22.0,0.0,29.0,939941.6875,39.79999924,30.49,1.27
NonResidential,K-12 School,NORTHEAST,12,3,2,31343,0,31343,100.0,10448.0,5224.0,K-12 School,164.0,,,,,5.0,0.0,38.0,4277566.0,83.0,128.66,4.1
NonResidential,Mixed Use Property,NORTHWEST,20,1,3,55912,22850,33062,59.0,33062.0,11021.0,Parking,43.0,Office,42.0,Retail Store,17.0,,0.0,100.0,2450442.75,74.09999847,17.08,0.31
NonResidential,Other,MAGNOLIA / QUEEN ANNE,59,1,2,20294,0,20294,100.0,20294.0,10147.0,Other,89.0,Office,11.0,,,,0.0,29.0,1845057.875,90.90000153,67.45,3.32
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,33,1,4,40571,10849,29722,73.0,29722.0,7430.0,Office,59.0,,,,,64.0,0.0,100.0,1286817.375,53.59999847,8.97,0.22
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,33,1,4,41707,15659,26048,62.0,26048.0,6512.0,Office,100.0,Parking,29.0,,,78.0,0.0,98.0,1785685.5,42.79999924,12.24,0.29
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,56,1,2,57644,0,57644,100.0,57644.0,28822.0,Office,35.0,Other - Services,34.0,Non-Refrigerated Warehouse,27.0,,0.0,69.0,2300589.0,41.70000076,42.87,0.74
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,61,1,2,39497,0,39497,100.0,39497.0,19748.0,Non-Refrigerated Warehouse,65.0,Office,35.0,,,9.0,0.0,74.0,1809734.75,45.79999924,28.28,0.72
Nonresidential COS,Other,EAST,84,1,1,33087,0,33087,100.0,33087.0,33087.0,Other - Entertainment/Public Assembly,163.0,,,,,,0.0,37.0,3944599.75,73.40000153,121.9,3.68
NonResidential,Small- and Mid-Sized Office,NORTHWEST,34,1,2,27574,0,27574,100.0,27574.0,13787.0,Office,100.0,,,,,73.0,0.0,97.0,1243709.625,45.09999847,8.44,0.31
NonResidential,Senior Care Community,NORTH,18,1,5,43661,0,43661,100.0,43661.0,8732.0,Senior Care Community,100.0,Parking,0.0,,,4.0,0.0,66.0,4141925.0,94.90000153,82.57,1.89
NonResidential,Small- and Mid-Sized Office,NORTHWEST,29,1,3,76105,27307,48798,64.0,48798.0,16266.0,Office,100.0,,,,,91.0,0.0,95.0,2596383.25,34.09999847,17.24,0.23
NonResidential,Mixed Use Property,NORTH,64,1,2,32009,0,32009,100.0,32009.0,16004.0,Non-Refrigerated Warehouse,55.0,Retail Store,49.0,Office,12.0,,0.0,62.0,2177737.0,58.40000153,44.28,1.38
NonResidential,Medical Office,NORTH,28,1,3,28841,0,28841,100.0,28841.0,9614.0,Medical Office,100.0,,,,,55.0,0.0,63.0,1525049.625,52.90000153,33.42,1.16
NonResidential,Self-Storage Facility,NORTH,39,2,2,33344,0,33344,100.0,16672.0,8336.0,Self-Storage Facility,94.0,Office,3.0,Parking,0.0,,0.0,96.0,129466.8984,4.0,0.86,0.03
Nonresidential COS,Other,NORTH,11,2,1,30498,0,30498,100.0,15249.0,15249.0,Other - Recreation,100.0,,,,,,0.0,40.0,2652254.5,87.0,80.19,2.63
NonResidential,K-12 School,DELRIDGE,92,1,2,42975,0,42975,100.0,42975.0,21488.0,K-12 School,50.0,,,,,92.0,0.0,15.0,1124454.25,52.5,42.96,1.0
NonResidential,Other,DELRIDGE,53,1,1,23260,0,23260,100.0,23260.0,23260.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",56.0,Office,44.0,,,,0.0,40.0,1803514.875,77.5,52.41,2.25
NonResidential,Small- and Mid-Sized Office,DELRIDGE,28,1,2,30659,0,30659,100.0,30659.0,15330.0,Office,89.0,Non-Refrigerated Warehouse,28.0,Data Center,1.0,88.0,0.0,64.0,2828171.5,78.09999847,55.85,1.82
NonResidential,Other,MAGNOLIA / QUEEN ANNE,96,1,2,27144,0,27144,100.0,27144.0,13572.0,Other,100.0,,,,,,0.0,40.0,1138349.25,41.90000153,32.58,1.2
NonResidential,Other,NORTHWEST,46,5,1,23166,0,23166,100.0,4633.0,4633.0,Other,100.0,,,,,,0.0,0.0,3648465.5,157.5,184.6,7.97
NonResidential,Medical Office,NORTHWEST,37,1,2,34759,0,34759,100.0,34759.0,17380.0,Medical Office,129.0,Parking,0.0,,,81.0,0.0,100.0,1633105.375,36.59999847,11.39,0.33
NonResidential,Hospital,NORTHWEST,50,8,1,415632,0,415632,100.0,51954.0,51954.0,Hospital (General Medical & Surgical),116.0,Parking,64.0,,,85.0,0.0,43.0,100328264.0,207.5,3278.11,7.89
NonResidential,Worship Facility,NORTHWEST,51,1,2,44719,0,44719,100.0,44719.0,22360.0,Worship Facility,103.0,Medical Office,2.0,Office,2.0,,0.0,40.0,1781436.375,37.20000076,53.21,1.19
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,51,1,1,21603,0,21603,100.0,21603.0,21603.0,Supermarket/Grocery Store,100.0,,,,,16.0,0.0,66.0,5927199.5,274.3999939,129.89,6.01
NonResidential,Medical Office,EAST,52,1,3,591981,0,591981,100.0,591981.0,197327.0,Medical Office,88.0,Parking,48.0,Other/Specialty Hospital,9.0,60.0,0.0,46.0,103985264.0,175.6999969,3238.24,5.47
NonResidential,Distribution Center,DELRIDGE,37,1,1,42900,0,42900,100.0,42900.0,42900.0,Distribution Center,100.0,,,,,53.0,0.0,95.0,461205.5938,10.69999981,3.04,0.07
Campus,Other,DELRIDGE,11,5,1,57952,0,57952,100.0,11590.0,11590.0,Adult Education,100.0,,,,,,0.0,44.0,3347245.25,57.79999924,96.15,1.66
NonResidential,Other,DELRIDGE,45,1,1,26232,0,26232,100.0,26232.0,26232.0,Other - Services,70.0,Office,30.0,,,,0.0,27.0,3315521.5,126.4000015,122.71,4.68
NonResidential,Warehouse,DOWNTOWN,60,1,2,25840,0,25840,100.0,25840.0,12920.0,Non-Refrigerated Warehouse,100.0,,,,,92.0,0.0,101.0,310602.3125,12.0,2.19,0.08
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,28,1,1,45145,0,45145,100.0,45145.0,45145.0,Office,97.0,,,,,,0.0,37.0,1405510.25,32.09999847,43.63,0.97
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,15,1,5,70332,22095,48237,69.0,48237.0,9647.0,Office,63.0,Parking,37.0,,,89.0,0.0,93.0,2000777.25,45.0,19.12,0.27
NonResidential,Supermarket / Grocery Store,BALLARD,22,1,1,45522,0,45522,100.0,45522.0,45522.0,Supermarket/Grocery Store,100.0,Parking,0.0,,,22.0,0.0,56.0,12559767.0,275.8999939,326.74,7.18
NonResidential,Retail Store,NORTHWEST,37,1,2,20088,0,20088,100.0,20088.0,10044.0,Retail Store,80.0,Office,17.0,Parking,3.0,,0.0,97.0,337536.0938,17.20000076,2.28,0.11
Campus,Other,GREATER DUWAMISH,27,5,2,138907,0,138907,100.0,27781.0,13890.0,Other,100.0,,,,,,0.0,60.0,8551562.0,61.29999924,179.55,1.29
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,19,1,2,40657,0,40657,100.0,40657.0,20328.0,Office,100.0,Parking,0.0,,,57.0,0.0,97.0,2828385.0,69.59999847,23.6,0.58
NonResidential,Warehouse,GREATER DUWAMISH,116,1,1,20200,0,20200,100.0,20200.0,20200.0,Non-Refrigerated Warehouse,93.0,Office,7.0,,,,0.0,92.0,283275.0,14.0,2.25,0.11
NonResidential,Residence Hall,EAST,112,1,1,44086,0,44086,100.0,44086.0,44086.0,Residence Hall/Dormitory,100.0,,,,,29.0,47.0,30.0,4056815.5,92.0,184.0,4.17
NonResidential,Small- and Mid-Sized Office,EAST,46,1,7,54372,20824,33548,62.0,33548.0,4793.0,Office,100.0,Parking,28.0,,,94.0,0.0,95.0,1479454.375,27.20000076,9.79,0.18
NonResidential,Other,EAST,65,1,1,47699,0,47699,100.0,47699.0,47699.0,Museum,99.0,Parking,0.0,,,,59.0,39.0,14745217.0,313.7000122,712.39,14.94
NonResidential,Medical Office,EAST,71,1,5,274568,0,274568,100.0,274568.0,54914.0,Medical Office,83.0,Parking,50.0,,,52.0,52.0,47.0,25358122.0,111.1999969,1110.07,4.04
NonResidential,Small- and Mid-Sized Office,EAST,60,1,3,21282,0,21282,100.0,21282.0,7094.0,Office,92.0,,,,,69.0,55.0,35.0,1380656.125,70.19999695,62.23,2.92
NonResidential,Other,SOUTHEAST,95,1,2,41022,0,41022,100.0,41022.0,20511.0,Other,100.0,,,,,,0.0,100.0,3787648.25,92.30000305,26.41,0.64
NonResidential,Other,DELRIDGE,50,1,2,28109,0,28109,100.0,28109.0,14054.0,Other,100.0,,,,,,0.0,92.0,3612526.75,128.5,38.39,1.37
NonResidential,Small- and Mid-Sized Office,NORTH,31,1,3,33580,12990,20590,61.0,20590.0,6863.0,Office,61.0,Parking,39.0,,,100.0,0.0,100.0,409578.4063,19.89999962,2.86,0.09
NonResidential,Warehouse,NORTH,39,1,1,21936,0,21936,100.0,21936.0,21936.0,Non-Refrigerated Warehouse,100.0,,,,,100.0,0.0,62.0,116642.5,5.300000191,2.69,0.12
NonResidential,Other,NORTH,47,1,1,30160,0,30160,100.0,30160.0,30160.0,Other,100.0,,,,,,0.0,21.0,1184385.875,39.29999924,44.26,1.47
NonResidential,Mixed Use Property,DOWNTOWN,107,1,11,111137,0,111137,100.0,111137.0,10103.0,Office,39.0,Multifamily Housing,37.0,Bank Branch,10.0,,0.0,46.0,9946297.0,100.4000015,294.65,2.65
NonResidential,Other,DELRIDGE,19,1,1,40189,0,40189,100.0,40189.0,40189.0,Other - Utility,71.0,Office,23.0,Parking,0.0,,0.0,58.0,1594851.25,42.59999847,37.65,0.94
NonResidential,Small- and Mid-Sized Office,DELRIDGE,28,1,2,66484,0,66484,100.0,66484.0,33242.0,Office,74.0,Non-Refrigerated Warehouse,27.0,Retail Store,14.0,69.0,0.0,98.0,3098383.5,40.59999847,21.24,0.32
